MD	INC	AZM	DAD2_GW6	UAD2_GW6	AD2_GW6	AM2_GW6	DAD4_GW6	UAD4_GW6	AD4_GW6	AM4_GW6	AU1_GW6	DAU1_GW6	UAU1_GW6	DPD2_GW6	UPD2_GW6	PD2_GW6	PM2_GW6	DPD4_GW6	UPD4_GW6	PD4_GW6	PM4_GW6	PU1_GW6	DPU1_GW6	UPU1_GW6	RDAD2_GW6	RUAD2_GW6	RAD2_GW6	RAM2_GW6	RDAD4_GW6	RUAD4_GW6	RAD4_GW6	RAM4_GW6	RAU1_GW6	RDAU1_GW6	RUAU1_GW6	RDPD2_GW6	RUPD2_GW6	RPD2_GW6	RPM2_GW6	RDPD4_GW6	RUPD4_GW6	RPD4_GW6	RPM4_GW6	RPU1_GW6	RDPU1_GW6	RUPU1_GW6	QPd2_GW6	QPd4_GW6	QPu1_GW6	QAd2_GW6	QAd4_GW6	QAu1_GW6	XAU1_GW6	XYAU1_GW6	DXAU1_GW6	UXAU1_GW6	XPU1_GW6	XYPU1_GW6	DXPU1_GW6	UXPU1_GW6	RXAU1_GW6	RXYAU1_GW6	RDXAU1_GW6	RUXAU1_GW6	RXPU1_GW6	RXYPU1_GW6	RDXPU1_GW6	RUXPU1_GW6	QXPu1_GW6	QXAu1_GW6	Rhfm	Rvfm	TVD	NS	EW	VS	LD	TVDSS	DLS	TSD
.FT	.deg	.deg	.dB	.dB	.dB	.dB	.dB	.dB	.dB	.dB	.dB	En Zona	.dB	.deg	.deg	.deg	.deg	.deg	.deg	.deg	.deg	.deg	.deg	.deg	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.deg	.deg	.deg	.dB	.dB	.dB	.dB	.dB	.dB	.dB	.deg	.deg	.deg	.deg	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.ohm-m	.deg	.dB	.Ohmm	.Ohmm	.FT	.FT	.FT	.FT	.FT	.FT	.deg/100ft	.FT
12230	85	0	-0.00712	-0.00422	-0.00567	0.013051	-0.00961	-0.00538	-0.00749	-0.0019	-0.05037	Cerca del TECHO	-0.03588	1.621935	1.653487	1.63772	1.185792	0.386026	0.379194	0.382608	0.260124	0.935251	1.03003	0.840863	89.46021	93.29345	91.34036	92.37273	52.05968	66.59217	58.26083	57.98213	30.28873	25.4619	37.97246	104.7648	102.1999	103.4817	102.129	97.27552	99.15987	98.21842	98.89648	80.4109	72.53593	90.10831	0.031552	-0.00683	-0.18917	-0.0029	-0.00423	-0.02898	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5194.357	2221.514	0	2221.514	2221.514	194.3573	-999.25	5194.357
12240	85	0	-0.01078	-0.00605	-0.00842	0.011792	-0.01092	-0.00557	-0.00824	-0.00225	-0.05285	Cerca del TECHO	-0.03527	1.617997	1.655631	1.636831	1.184797	0.392695	0.382119	0.387402	0.262323	0.959526	1.081064	0.838597	85.10714	90.8278	87.9187	89.05261	48.90596	65.69159	55.81648	55.46771	29.35244	24.09381	38.3862	105.0849	102.0256	103.5539	102.2334	95.43604	98.35317	96.89602	98.03828	78.275	68.83122	90.38118	0.037634	-0.01058	-0.24247	-0.00473	-0.00536	-0.03515	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5195.229	2231.476	0	2231.476	2231.476	195.2289	-999.25	5195.229
12250	85	0	-0.0155	-0.00807	-0.01179	0.010216	-0.01255	-0.00575	-0.00915	-0.00269	-0.05579	Cerca del TECHO	-0.03454	1.616723	1.660442	1.638612	1.184889	0.401568	0.385394	0.393471	0.265151	0.988701	1.144985	0.833366	80.17282	88.33229	84.04992	85.28553	45.52903	64.82407	53.27355	52.9287	28.31406	22.58584	38.88265	105.1885	101.6345	103.4091	102.2237	93.17754	97.44992	95.22203	96.93409	75.76312	64.64684	91.01111	0.043719	-0.01617	-0.31162	-0.00743	-0.0068	-0.04248	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5196.1	2241.438	0	2241.438	2241.438	196.1004	-999.25	5196.1
12260	85	0	-0.02157	-0.01018	-0.01587	0.008254	-0.01459	-0.00592	-0.01025	-0.00323	-0.05925	Cerca del TECHO	-0.0336	1.619886	1.668835	1.644412	1.186698	0.413486	0.38893	0.401188	0.268822	1.0235	1.225516	0.82297	74.68454	85.82472	79.81646	81.19809	42.14929	64.16657	50.38359	49.9403	27.09283	21.05851	39.52959	104.9314	100.9523	102.9376	102.034	90.19903	96.47455	93.27243	95.50097	73.03153	60.02627	92.26315	0.048949	-0.02456	-0.40255	-0.01139	-0.00867	-0.05126	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5196.972	2251.4	0	2251.4	2251.4	196.972	-999.25	5196.972
12270	85	0	-0.02937	-0.0122	-0.02077	0.005819	-0.01716	-0.00602	-0.01159	-0.0039	-0.06329	Cerca del TECHO	-0.03229	1.6301	1.681761	1.656015	1.191103	0.429694	0.392508	0.411062	0.273643	1.064629	1.327651	0.803953	68.74889	83.62006	75.3553	76.72157	38.4767	63.7512	47.52771	47.05026	25.91158	19.51088	40.54603	104.1011	99.91319	101.9944	101.572	86.52837	95.48766	90.80462	93.75153	69.92125	55.01202	94.55332	0.05166	-0.03719	-0.5237	-0.01717	-0.01114	-0.06192	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5197.844	2261.362	0	2261.362	2261.362	197.8435	-999.25	5197.844
12280	85	0	-0.03948	-0.01378	-0.0266	0.0028	-0.02045	-0.006	-0.01322	-0.00473	-0.06801	Cerca del TECHO	-0.03043	1.651303	1.700003	1.675775	1.199361	0.452074	0.395646	0.423784	0.280068	1.112576	1.458088	0.770812	62.39372	81.96875	70.72185	71.92452	34.7167	63.8212	44.33328	43.81476	24.64554	17.92361	42.19319	102.3775	98.60649	100.3881	100.7059	81.85257	94.65742	87.85967	91.48416	66.74121	49.67995	98.91789	0.0487	-0.05643	-0.68728	-0.0257	-0.01445	-0.07498	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5198.715	2271.324	0	2271.324	2271.324	198.7151	-999.25	5198.715
12290	85	0	-0.05268	-0.01432	-0.03343	-0.00096	-0.02472	-0.00577	-0.01523	-0.00579	-0.0735	Cerca del TECHO	-0.02772	1.689554	1.723672	1.706747	1.213304	0.483517	0.397342	0.440274	0.288781	1.167164	1.625754	0.714651	55.66491	81.40785	66.01001	66.86689	30.94465	64.77763	41.11626	40.34875	23.39173	16.39392	44.58618	99.35498	96.91109	98.12344	99.33766	76.00072	94.23371	84.23412	88.56997	63.3743	44.1276	107.3521	0.034118	-0.08618	-0.9111	-0.03836	-0.01895	-0.09116	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5199.587	2281.286	0	2281.286	2281.286	199.5867	-999.25	5199.587
12300	85	0	-0.07015	-0.01272	-0.04127	-0.00566	-0.03033	-0.00513	-0.01772	-0.00715	-0.07984	Cerca del TECHO	-0.02374	1.754369	1.750995	1.752681	1.235685	0.528534	0.395526	0.461706	0.300836	1.226585	1.842281	0.62092	48.86752	83.0794	61.3656	61.59827	27.12701	67.76725	37.78454	36.88245	21.95412	14.93237	49.03241	94.73716	94.95791	94.84762	97.28239	68.89669	94.68747	79.9187	84.77287	59.96999	38.44436	124.7699	-0.00337	-0.13301	-1.22136	-0.05743	-0.0252	-0.11139	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5200.458	2291.248	0	2291.248	2291.248	200.4582	-999.25	5200.458
12310	85	0	-0.09361	-0.00699	-0.04993	-0.01161	-0.03782	-0.00382	-0.02081	-0.00892	-0.08714	Cerca del TECHO	-0.01782	1.860758	1.775447	1.817392	1.270717	0.594212	0.38592	0.48937	0.317878	1.285383	2.122008	0.46564	42.03587	89.61345	56.98352	56.16035	23.51966	74.86591	34.35918	33.2053	20.65195	13.45291	57.96329	87.97778	93.35792	90.61334	94.15005	60.46166	97.30477	74.95534	79.94886	57.08556	32.77175	168.6405	-0.08531	-0.20829	-1.65637	-0.08662	-0.034	-0.13696	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5201.33	2301.21	0	2301.21	2301.21	201.3298	-999.25	5201.33
12320	85	0	-0.12556	0.006512	-0.0587	-0.01921	-0.04796	-0.00132	-0.02466	-0.01127	-0.09546	Cerca del TECHO	-0.00888	2.031478	1.778964	1.901785	1.324826	0.691521	0.359514	0.52396	0.342487	1.330277	2.480194	0.209392	35.20851	111.2272	53.15768	50.60086	19.86589	96.15411	30.99358	29.56151	19.33203	11.97023	83.20547	78.65835	93.1278	85.53702	89.667	51.05413	105.2651	69.53246	73.90774	54.90152	27.51177	387.6387	-0.25251	-0.33201	-2.2708	-0.13208	-0.04664	-0.16968	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5202.201	2311.172	0	2311.172	2311.172	202.2013	-999.25	5202.201
12330	85	0	-0.1693	0.034698	-0.06548	-0.02899	-0.06186	0.003328	-0.02941	-0.01445	-0.10483	Cerca del TECHO	0.004919	2.294814	1.716298	1.992557	1.406827	0.836111	0.296935	0.56288	0.378511	1.332017	2.926085	-0.21099	28.85955	200	50.46362	45.01782	16.51444	200	27.72406	25.877	17.99265	10.64669	200	67.2438	97.43933	80.60183	83.62568	41.20214	129.5742	64.23902	66.4486	54.82953	22.81979	5000	-0.57852	-0.53918	-3.13708	-0.204	-0.06519	-0.21229	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5203.073	2321.134	0	2321.134	2321.134	203.0729	-999.25	5203.073
12340	85	0	-0.2281	0.090992	-0.06468	-0.04125	-0.08103	0.011937	-0.03512	-0.0188	-0.11515	Cerca del TECHO	0.027026	2.652523	1.482805	2.022622	1.521892	1.043715	0.155979	0.590921	0.430289	1.231373	3.44355	-0.88901	23.1622	200	50.78227	39.75256	13.49774	200	24.65615	22.25701	16.78655	9.386977	200	55.59497	117.1139	79.08674	76.25036	31.90123	256.7689	60.85851	57.95858	59.73514	18.89908	5000	-1.16972	-0.88774	-4.33256	-0.31909	-0.09297	-0.2694	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5203.944	2331.096	0	2331.096	2331.096	203.9444	-999.25	5203.944
12350	85	0	-0.30281	0.202638	-0.04143	-0.05461	-0.10765	0.028458	-0.04162	-0.02479	-0.12585	Cerca del TECHO	0.064174	2.908264	0.878552	1.749459	1.623107	1.30013	-0.15231	0.551108	0.493394	0.923718	3.950576	-1.9347	18.36066	200	61.27384	35.36433	10.73546	200	21.9316	18.8471	15.72353	8.189621	200	49.21887	222.5698	95.064	70.65124	24.64294	5000	65.75901	49.9362	81.52874	16.05791	5000	-2.02971	-1.45244	-5.88528	-0.50544	-0.1361	-0.34987	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5204.816	2341.058	0	2341.058	2341.058	204.816	-999.25	5204.816
12360	85	0	-0.38619	0.4251	0.050841	-0.05948	-0.14606	0.062872	-0.0476	-0.033	-0.13475	Cerca del TECHO	0.12917	2.070082	-0.20791	0.56341	1.31077	1.463201	-0.77732	0.283199	0.494199	0.277787	4.262039	-3.39266	14.8697	200	200	34.02338	8.330319	200	19.96302	15.67867	14.9644	7.026526	200	76.79094	5000	379.6028	90.80565	21.40831	5000	136.0318	49.85635	289.7083	14.73284	5000	-2.278	-2.24052	-7.6547	-0.81129	-0.20894	-0.47104	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	100	100	5205.688	2351.019	0	2351.019	2351.019	205.6876	-999.25	5205.688
12370	85	0	-0.29354	0.798628	0.377875	0.015591	-0.20563	0.141142	-0.04389	-0.04325	-0.1364	Cerca del TECHO	0.236821	-2.032394	-0.48946	-1.44597	-1.0457	1.217853	-1.74153	-0.41571	0.099025	-0.62331	4.303908	-4.97461	18.86669	200	200	99.98405	6.165633	200	21.18184	13.1161	14.82357	5.931081	200	5000	5000	5000	5000	26.60425	5000	5000	271.7415	5000	14.55594	5000	1.542932	-2.95938	-9.27852	-1.09217	-0.34678	-0.65303	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	89.32285	89.32285	5206.559	2360.981	0	2360.981	2360.981	206.5591	-999.25	5206.559
12380	85	0	-0.57632	0.513601	0.088447	-0.15902	-0.22473	0.119699	-0.06231	-0.05184	-0.14838	Cerca del TECHO	0.224563	0.327208	1.767278	0.837555	2.366485	1.882704	-0.90621	0.342726	0.877068	0.403504	5.265118	-3.88407	10.10256	200	200	19.39561	5.677555	200	16.42449	11.50384	13.85399	5.773612	200	730.1294	93.89246	235.4798	44.87967	15.75828	5000	110.6872	26.61422	196.2797	11.41503	5000	1.440071	-2.78892	-9.14919	-1.08992	-0.34443	-0.65423	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	14.24526	14.24526	5207.431	2370.943	0	2370.943	2370.943	207.4307	-999.25	5207.431
12390	85	0	-0.93291	-0.23241	-0.55405	-0.49358	-0.21257	-0.00108	-0.11022	-0.07395	-0.17794	Cerca del TECHO	0.086277	9.483061	7.747553	8.403771	11.32617	3.583703	1.66515	2.570983	2.967504	3.384679	7.181744	-0.10248	6.028048	22.81233	10.52309	7.89188	5.966512	98.95578	10.53523	8.876716	12.00061	6.27895	200	8.698724	11.97433	10.55218	5.354609	6.892372	18.30747	10.65527	6.452912	19.27814	7.794418	5000	-1.73551	-1.91855	-7.28422	-0.70051	-0.21149	-0.47787	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	3	3	5208.302	2380.905	0	2380.905	2380.905	208.3022	-999.25	5208.302
12400	85	0	-1.0661	-0.66543	-0.85643	-0.83884	-0.22824	-0.08495	-0.15691	-0.11421	-0.20485	Cerca del TECHO	-0.01336	15.262719	14.46593	14.83661	15.90945	4.876977	3.804538	4.322624	4.303877	6.195175	8.980771	3.574581	5.173307	8.729725	6.662565	4.722918	5.594218	13.02827	7.827786	6.374869	10.74774	6.569308	67.83234	3.897785	4.281795	4.093394	3.132758	4.499223	6.374741	5.335339	4.013371	9.364131	5.857877	18.05539	-0.79679	-1.07244	-5.40619	-0.40067	-0.14328	-0.35875	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	3	3	5209.174	2390.867	0	2390.867	2390.867	209.1738	-999.25	5209.174
12410	85	0	-1.33974	-1.14095	-1.23891	-1.14056	-0.26665	-0.16618	-0.21611	-0.16208	-0.23347	Cerca del TECHO	-0.0891	17.991963	18.31576	18.1627	16.97855	5.749098	5.257014	5.497886	5.0019	8.579873	10.51821	6.729012	3.92864	4.777076	4.327557	3.406419	4.844184	7.460378	5.882389	4.778558	9.676149	6.636478	20.30066	2.912828	2.824309	2.866152	2.816318	3.558852	4.047383	3.803907	3.310234	6.226552	4.770466	8.459183	0.323801	-0.49208	-3.78919	-0.19879	-0.10047	-0.2785	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	3	3	5210.045	2400.829	0	2400.829	2400.829	210.0453	-999.25	5210.045
12420	85	0	-1.57712	-1.5317	-1.55461	-1.26987	-0.31419	-0.24703	-0.2804	-0.20476	-0.26579	Cerca del TECHO	-0.15546	18.419274	18.89925	18.66072	16.7175	6.267001	6.101127	6.183097	5.325306	10.47317	11.77011	9.2214	3.207975	3.328898	3.267893	3.014246	4.140984	5.20365	4.616792	3.917293	8.703126	6.566219	13.40979	2.796012	2.6648	2.730006	2.887091	3.143499	3.272734	3.20887	3.035564	4.797233	4.10556	5.66148	0.479972	-0.16587	-2.54871	-0.04542	-0.06716	-0.21685	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	3	3	5210.917	2410.791	0	2410.791	2410.791	210.9169	-999.25	5210.917
12430	85	0	-1.66847	-1.67738	-1.67295	-1.29127	-0.35852	-0.31731	-0.33783	-0.23686	-0.29948	Cerca del TECHO	-0.2176	18.035159	18.23988	18.13732	16.4126	6.535354	6.521104	6.528256	5.452006	11.88934	12.72177	11.07873	2.972232	2.953536	2.962829	2.960605	3.639528	4.099053	3.859925	3.449008	7.871855	6.448722	10.23666	2.901019	2.845053	2.873091	2.969753	2.947939	2.956752	2.952329	2.943489	4.046544	3.702105	4.44779	0.204722	-0.01425	-1.64304	0.008909	-0.04122	-0.1626	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	3	3	5211.788	2420.753	0	2420.753	2420.753	211.7885	-999.25	5211.788
12440	85	0	-1.67472	-1.68547	-1.68009	-1.28343	-0.39242	-0.36978	-0.38108	-0.25806	-0.33014	Cerca del TECHO	-0.27456	17.742567	17.77648	17.75951	16.29744	6.653745	6.688372	6.671162	5.486349	12.87446	13.37044	12.38764	2.959118	2.936562	2.947849	2.97911	3.329519	3.519594	3.422463	3.207786	7.260382	6.369277	8.476847	2.981006	2.971735	2.976376	3.001218	2.87471	2.853292	2.863937	2.920611	3.640501	3.45275	3.836904	0.033914	0.034627	-0.9828	0.010749	-0.02264	-0.11097	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	3	3	5212.66	2430.715	0	2430.715	2430.715	212.66	-999.25	5212.66
12450	85	0	-1.66274	-1.66701	-1.66488	-1.27626	-0.41293	-0.40281	-0.40787	-0.27003	-0.35341	Cerca del TECHO	-0.32333	17.644138	17.63557	17.63986	16.28206	6.698752	6.729546	6.714185	5.48642	13.47476	13.71606	13.2363	2.984252	2.975293	2.979773	2.996015	3.161417	3.244356	3.2029	3.071605	6.847902	6.398381	7.396172	3.009866	3.012785	3.011324	3.006433	2.846872	2.827825	2.837326	2.920563	3.419382	3.342201	3.495659	-0.00857	0.030794	-0.47976	0.004269	-0.01012	-0.06025	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	3	3	5213.532	2440.677	0	2440.677	2440.677	213.5316	-999.25	5213.532
12460	85	0	-1.65698	-1.65735	-1.65717	-1.27385	-0.41911	-0.41796	-0.41854	-0.27452	-0.3661	Cerca del TECHO	-0.36124	17.625478	17.6234	17.62444	16.28666	6.717193	6.722269	6.719733	5.481498	13.7232	13.75182	13.69517	2.996342	2.995561	2.995951	3.002197	3.110765	3.12012	3.115431	3.020592	6.658848	6.584308	6.731278	3.016224	3.016934	3.016579	3.004875	2.835466	2.832326	2.833895	2.923842	3.339917	3.330761	3.34888	-0.00208	0.005076	-0.05665	0.000372	-0.00114	-0.00986	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	3	3	5214.403	2450.639	0	2450.639	2450.639	214.4031	-999.25	5214.403
12470	85	0	-1.66254	-1.65959	-1.66107	-1.27512	-0.41007	-0.41742	-0.41374	-0.27238	-0.36678	Cerca del TECHO	-0.38702	17.628928	17.63752	17.63322	16.2845	6.723797	6.700812	6.712324	5.48184	13.6349	13.45759	13.81387	2.984665	2.990871	2.987768	2.998714	3.184872	3.124586	3.15473	3.044874	6.648681	6.948837	6.347087	3.015049	3.012122	3.013585	3.005605	2.831381	2.845598	2.838477	2.923615	3.368158	3.424875	3.310912	0.008588	-0.02299	0.356285	-0.00296	0.007354	0.040387	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	3	3	5215.275	2460.601	0	2460.601	2460.601	215.2747	-999.25	5215.275
12480	85	0	-1.67871	-1.66993	-1.67432	-1.28058	-0.38415	-0.40264	-0.39338	-0.26329	-0.35596	Cerca del TECHO	-0.40122	17.713469	17.69914	17.7063	16.28954	6.698355	6.663037	6.680776	5.482476	13.20611	12.79533	13.62327	2.950743	2.969164	2.95996	2.985828	3.397321	3.245736	3.321627	3.148275	6.809909	7.650429	6.135534	2.988961	2.992878	2.99092	3.003897	2.847118	2.868963	2.857991	2.923191	3.506702	3.672427	3.371878	-0.01433	-0.03532	0.827944	-0.00878	0.018492	0.09064	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	3	3	5216.146	2470.563	0	2470.563	2470.563	216.1462	-999.25	5216.146
12490	85	0	-1.68446	-1.67297	-1.67872	-1.28886	-0.33962	-0.37465	-0.35708	-0.24587	-0.336	Cerca del TECHO	-0.40616	18.050396	17.90922	17.97967	16.36247	6.580037	6.574794	6.577493	5.461477	12.41488	11.70646	13.13974	2.938686	2.962798	2.950728	2.966303	3.840878	3.475217	3.654948	3.346586	7.143609	8.723587	6.061932	2.896854	2.935447	2.916189	2.983343	2.920301	2.923543	2.921874	2.93718	3.825915	4.137067	3.533477	-0.14118	-0.00524	1.433282	-0.01149	0.035023	0.141164	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	3	3	5217.018	2480.525	0	2480.525	2480.525	217.0178	-999.25	5217.018
12500	85	0	-1.59738	-1.6196	-1.60865	-1.28108	-0.27686	-0.33555	-0.30604	-0.21835	-0.31076	Cerca del TECHO	-0.40575	18.683615	18.27609	18.48031	16.59809	6.260978	6.372508	6.316223	5.372387	11.2247	10.11335	12.37138	3.154031	3.094877	3.124033	2.984647	4.675187	3.884288	4.250437	3.711938	7.646976	10.42628	6.068071	2.723748	2.835154	2.779325	2.919467	3.148192	3.061297	3.105149	2.996531	4.375532	5.013102	3.843465	-0.40752	0.11153	2.258021	0.022219	0.058683	0.192881	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	3	3	5217.889	2490.487	0	2490.487	2490.487	217.8894	-999.25	5217.889
12510	85	0	-1.29134	-1.44007	-1.36519	-1.19587	-0.20107	-0.29076	-0.24562	-0.18019	-0.28468	Cerca del TECHO	-0.40505	18.689365	18.23863	18.47112	16.91641	5.586346	5.968274	5.773866	5.129493	9.595277	7.933074	11.32686	4.111745	3.59185	3.843215	3.238684	6.302332	4.45569	5.231807	4.370664	8.215905	13.35706	6.07856	2.722176	2.845395	2.781839	2.833165	3.717616	3.376241	3.53469	3.201869	5.37652	6.872738	4.324966	-0.45073	0.381929	3.393786	0.148732	0.089685	0.248743	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	3	3	5218.761	2500.449	0	2500.449	2500.449	218.7609	-999.25	5218.761
12520	85	0	-0.8293	-1.1755	-0.99575	-0.95265	-0.12204	-0.25049	-0.1863	-0.13469	-0.26116	Cerca del TECHO	-0.40967	16.032689	16.47698	16.24651	16.4378	4.376413	5.264385	4.807355	4.58369	7.508615	5.122581	10.02541	6.887574	4.606375	5.59693	4.135319	9.687764	5.134503	6.745025	5.554689	8.822668	19.6606	6.009736	3.573039	3.407608	3.486149	2.962923	5.245756	4.038619	4.597869	3.709657	7.378241	11.79384	5.074792	0.444294	0.887972	4.902829	0.346192	0.128456	0.316504	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	3	3	5219.632	2510.411	0	2510.411	2510.411	219.6325	-999.25	5219.632
12530	85	0	-0.41239	-1.00974	-0.69132	-0.61184	-0.04376	-0.22791	-0.13813	-0.0921	-0.24038	Cerca del TECHO	-0.42522	10.257146	12.05386	11.00129	13.18685	2.516406	4.190339	3.313917	3.501191	5.013552	1.772781	8.497472	13.95399	5.502065	8.390731	6.480893	21.22413	5.602037	8.733118	7.536551	9.451586	67.78635	5.825579	7.659968	5.844504	6.820318	4.230454	10.93796	5.564426	7.663283	5.233196	12.10321	40.02645	6.308874	1.796713	1.673933	6.724691	0.597356	0.184146	0.411846	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	-999.25	3	3	5220.504	2520.373	0	2520.373	2520.373	220.504	-999.25	5220.504
